province_code,district_code,ward_code,province_name,district_name,ward_name,zalo_link
1,1,1,Thành phố Hà Nội,Quận Ba Đình,Phường Phúc Xá,https://zalo.me/hanoi-phucxa
1,1,4,Thành phố Hà Nội,Quận Ba Đình,Phường Trúc Bạch,
1,1,6,Thành phố Hà Nội,Quận Ba Đình,Phường Vĩnh Phúc,
1,1,7,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,
1,1,8,Thành phố Hà Nội,Quận Ba Đình,Phường Liễu Giai,
1,1,13,Thành phố Hà Nội,Quận Ba Đình,Phường Quán Thánh,
1,1,16,Thành phố Hà Nội,Quận Ba Đình,Phường Ngọc Hà,
1,1,19,Thành phố Hà Nội,Quận Ba Đình,Phường Điện Biên,
1,1,22,Thành phố Hà Nội,Quận Ba Đình,Phường Đội Cấn,
1,1,25,Thành phố Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,
1,1,28,Thành phố Hà Nội,Quận Ba Đình,Phường Kim Mã,
1,1,31,Thành phố Hà Nội,Quận Ba Đình,Phường Giảng Võ,
1,1,34,Thành phố Hà Nội,Quận Ba Đình,Phường Thành Công,
1,2,37,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Phúc Tân,
1,2,40,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Đồng Xuân,
1,2,43,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Mã,
1,2,46,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Buồm,
1,2,49,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Đào,
1,2,52,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bồ,
1,2,55,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Cửa Đông,
1,2,58,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Lý Thái Tổ,
1,2,61,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bạc,
1,2,64,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Gai,
1,2,67,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Chương Dương,
1,2,70,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Trống,
1,2,73,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Cửa Nam,
1,2,76,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,
1,2,79,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Tràng Tiền,
1,2,82,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Trần Hưng Đạo,
1,2,85,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Phan Chu Trinh,
1,2,88,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bài,
1,3,91,Thành phố Hà Nội,Quận Tây Hồ,Phường Phú Thượng,
1,3,94,Thành phố Hà Nội,Quận Tây Hồ,Phường Nhật Tân,
1,3,97,Thành phố Hà Nội,Quận Tây Hồ,Phường Tứ Liên,
1,3,100,Thành phố Hà Nội,Quận Tây Hồ,Phường Quảng An,
1,3,103,Thành phố Hà Nội,Quận Tây Hồ,Phường Xuân La,
1,3,106,Thành phố Hà Nội,Quận Tây Hồ,Phường Yên Phụ,
1,3,109,Thành phố Hà Nội,Quận Tây Hồ,Phường Bưởi,
1,3,112,Thành phố Hà Nội,Quận Tây Hồ,Phường Thụy Khuê,
1,4,115,Thành phố Hà Nội,Quận Long Biên,Phường Thượng Thanh,
1,4,118,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,
1,4,121,Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,
1,4,124,Thành phố Hà Nội,Quận Long Biên,Phường Đức Giang,
1,4,127,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,
1,4,130,Thành phố Hà Nội,Quận Long Biên,Phường Gia Thụy,
1,4,133,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Lâm,
1,4,136,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,
1,4,139,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,
1,4,145,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,
1,4,148,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,
1,4,151,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Đồng,
1,4,154,Thành phố Hà Nội,Quận Long Biên,Phường Cự Khối,
1,5,157,Thành phố Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,
1,5,160,Thành phố Hà Nội,Quận Cầu Giấy,Phường Nghĩa Tân,
1,5,163,Thành phố Hà Nội,Quận Cầu Giấy,Phường Mai Dịch,
1,5,166,Thành phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng,
1,5,167,Thành phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,
1,5,169,Thành phố Hà Nội,Quận Cầu Giấy,Phường Quan Hoa,
1,5,172,Thành phố Hà Nội,Quận Cầu Giấy,Phường Yên Hoà,
1,5,175,Thành phố Hà Nội,Quận Cầu Giấy,Phường Trung Hoà,
1,6,178,Thành phố Hà Nội,Quận Đống Đa,Phường Cát Linh,
1,6,181,Thành phố Hà Nội,Quận Đống Đa,Phường Văn Miếu - Quốc Tử Giám,
1,6,187,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Thượng,
1,6,190,Thành phố Hà Nội,Quận Đống Đa,Phường Ô Chợ Dừa,
1,6,193,Thành phố Hà Nội,Quận Đống Đa,Phường Văn Chương,
1,6,196,Thành phố Hà Nội,Quận Đống Đa,Phường Hàng Bột,
1,6,199,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,
1,6,202,Thành phố Hà Nội,Quận Đống Đa,Phường Khâm Thiên,
1,6,205,Thành phố Hà Nội,Quận Đống Đa,Phường Thổ Quan,
1,6,208,Thành phố Hà Nội,Quận Đống Đa,Phường Nam Đồng,
1,6,214,Thành phố Hà Nội,Quận Đống Đa,Phường Quang Trung,
1,6,217,Thành phố Hà Nội,Quận Đống Đa,Phường Trung Liệt,
1,6,226,Thành phố Hà Nội,Quận Đống Đa,Phường Phương Liên - Trung Tự,
1,6,229,Thành phố Hà Nội,Quận Đống Đa,Phường Kim Liên,
1,6,232,Thành phố Hà Nội,Quận Đống Đa,Phường Phương Mai,
1,6,235,Thành phố Hà Nội,Quận Đống Đa,Phường Thịnh Quang,
1,6,238,Thành phố Hà Nội,Quận Đống Đa,Phường Khương Thượng,
1,7,241,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,
1,7,244,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bạch Đằng,
1,7,247,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Phạm Đình Hổ,
1,7,256,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,
1,7,259,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Đồng Nhân,
1,7,262,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Phố Huế,
1,7,268,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,
1,7,271,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Nhàn,
1,7,277,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bách Khoa,
1,7,280,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Đồng Tâm,
1,7,283,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Vĩnh Tuy,
1,7,289,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Mai,
1,7,292,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,
1,7,295,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai,
1,7,298,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Trương Định,
1,8,301,Thành phố Hà Nội,Quận Hoàng Mai,Phường Thanh Trì,
1,8,304,Thành phố Hà Nội,Quận Hoàng Mai,Phường Vĩnh Hưng,
1,8,307,Thành phố Hà Nội,Quận Hoàng Mai,Phường Định Công,
1,8,310,Thành phố Hà Nội,Quận Hoàng Mai,Phường Mai Động,
1,8,313,Thành phố Hà Nội,Quận Hoàng Mai,Phường Tương Mai,
1,8,316,Thành phố Hà Nội,Quận Hoàng Mai,Phường Đại Kim,
1,8,319,Thành phố Hà Nội,Quận Hoàng Mai,Phường Tân Mai,
1,8,322,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,
1,8,325,Thành phố Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,
1,8,328,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,
1,8,331,Thành phố Hà Nội,Quận Hoàng Mai,Phường Thịnh Liệt,
1,8,334,Thành phố Hà Nội,Quận Hoàng Mai,Phường Trần Phú,
1,8,337,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,
1,8,340,Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,
1,9,343,Thành phố Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,
1,9,346,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thượng Đình,
1,9,349,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Trung,
1,9,352,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Mai,
1,9,355,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,
1,9,358,Thành phố Hà Nội,Quận Thanh Xuân,Phường Phương Liệt,
1,9,364,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Đình,
1,9,367,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Bắc,
1,9,373,Thành phố Hà Nội,Quận Thanh Xuân,Phường Hạ Đình,
1,16,376,Thành phố Hà Nội,Huyện Sóc Sơn,Thị trấn Sóc Sơn,
1,16,379,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Bắc Sơn,
1,16,382,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Minh Trí,
1,16,385,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Hồng Kỳ,
1,16,388,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Nam Sơn,
1,16,391,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Trung Giã,
1,16,394,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Hưng,
1,16,397,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Minh Phú,
1,16,400,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phù Linh,
1,16,403,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Bắc Phú,
1,16,406,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Minh,
1,16,409,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Quang Tiến,
1,16,412,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Hiền Ninh,
1,16,415,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Dân,
1,16,418,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tiên Dược,
1,16,421,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Việt Long,
1,16,424,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Giang,
1,16,427,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Mai Đình,
1,16,430,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Đức Hoà,
1,16,433,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Thanh Xuân,
1,16,436,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Đông Xuân,
1,16,439,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Kim Lũ,
1,16,442,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phú Cường,
1,16,445,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phú Minh,
1,16,448,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phù Lỗ,
1,16,451,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Thu,
1,17,454,Thành phố Hà Nội,Huyện Đông Anh,Thị trấn Đông Anh,
1,17,457,Thành phố Hà Nội,Huyện Đông Anh,Xã Xuân Nộn,
1,17,460,Thành phố Hà Nội,Huyện Đông Anh,Xã Thuỵ Lâm,
1,17,463,Thành phố Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,
1,17,466,Thành phố Hà Nội,Huyện Đông Anh,Xã Nguyên Khê,
1,17,469,Thành phố Hà Nội,Huyện Đông Anh,Xã Nam Hồng,
1,17,472,Thành phố Hà Nội,Huyện Đông Anh,Xã Tiên Dương,
1,17,475,Thành phố Hà Nội,Huyện Đông Anh,Xã Vân Hà,
1,17,478,Thành phố Hà Nội,Huyện Đông Anh,Xã Uy Nỗ,
1,17,481,Thành phố Hà Nội,Huyện Đông Anh,Xã Vân Nội,
1,17,484,Thành phố Hà Nội,Huyện Đông Anh,Xã Liên Hà,
1,17,487,Thành phố Hà Nội,Huyện Đông Anh,Xã Việt Hùng,
1,17,490,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Nỗ,
1,17,493,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,
1,17,496,Thành phố Hà Nội,Huyện Đông Anh,Xã Dục Tú,
1,17,499,Thành phố Hà Nội,Huyện Đông Anh,Xã Đại Mạch,
1,17,502,Thành phố Hà Nội,Huyện Đông Anh,Xã Vĩnh Ngọc,
1,17,505,Thành phố Hà Nội,Huyện Đông Anh,Xã Cổ Loa,
1,17,508,Thành phố Hà Nội,Huyện Đông Anh,Xã Hải Bối,
1,17,511,Thành phố Hà Nội,Huyện Đông Anh,Xã Xuân Canh,
1,17,514,Thành phố Hà Nội,Huyện Đông Anh,Xã Võng La,
1,17,517,Thành phố Hà Nội,Huyện Đông Anh,Xã Tàm Xá,
1,17,520,Thành phố Hà Nội,Huyện Đông Anh,Xã Mai Lâm,
1,17,523,Thành phố Hà Nội,Huyện Đông Anh,Xã Đông Hội,
1,18,526,Thành phố Hà Nội,Huyện Gia Lâm,Thị trấn Yên Viên,
1,18,529,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Thường,
1,18,532,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,
1,18,535,Thành phố Hà Nội,Huyện Gia Lâm,Xã Ninh Hiệp,
1,18,541,Thành phố Hà Nội,Huyện Gia Lâm,Xã Thiên Đức,
1,18,544,Thành phố Hà Nội,Huyện Gia Lâm,Xã Phù Đổng,
1,18,550,Thành phố Hà Nội,Huyện Gia Lâm,Xã Lệ Chi,
1,18,553,Thành phố Hà Nội,Huyện Gia Lâm,Xã Cổ Bi,
1,18,556,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đặng Xá,
1,18,562,Thành phố Hà Nội,Huyện Gia Lâm,Xã Phú Sơn,
1,18,565,Thành phố Hà Nội,Huyện Gia Lâm,Thị trấn Trâu Quỳ,
1,18,568,Thành phố Hà Nội,Huyện Gia Lâm,Xã Dương Quang,
1,18,571,Thành phố Hà Nội,Huyện Gia Lâm,Xã Dương Xá,
1,18,577,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đa Tốn,
1,18,580,Thành phố Hà Nội,Huyện Gia Lâm,Xã Kiêu Kỵ,
1,18,583,Thành phố Hà Nội,Huyện Gia Lâm,Xã Bát Tràng,
1,18,589,Thành phố Hà Nội,Huyện Gia Lâm,Xã Kim Đức,
1,19,592,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Cầu Diễn,
1,19,622,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Xuân Phương,
1,19,623,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Phương Canh,
1,19,625,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 1,
1,19,626,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 2,
1,19,628,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,
1,19,631,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mễ Trì,
1,19,632,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Phú Đô,
1,19,634,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,
1,19,637,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Trung Văn,
1,20,640,Thành phố Hà Nội,Huyện Thanh Trì,Thị trấn Văn Điển,
1,20,643,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tân Triều,
1,20,646,Thành phố Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,
1,20,649,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tả Thanh Oai,
1,20,652,Thành phố Hà Nội,Huyện Thanh Trì,Xã Hữu Hoà,
1,20,655,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tam Hiệp,
1,20,658,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,
1,20,661,Thành phố Hà Nội,Huyện Thanh Trì,Xã Yên Mỹ,
1,20,664,Thành phố Hà Nội,Huyện Thanh Trì,Xã Vĩnh Quỳnh,
1,20,667,Thành phố Hà Nội,Huyện Thanh Trì,Xã Ngũ Hiệp,
1,20,670,Thành phố Hà Nội,Huyện Thanh Trì,Xã Duyên Hà,
1,20,673,Thành phố Hà Nội,Huyện Thanh Trì,Xã Ngọc Hồi,
1,20,676,Thành phố Hà Nội,Huyện Thanh Trì,Xã Vạn Phúc,
1,20,679,Thành phố Hà Nội,Huyện Thanh Trì,Xã Đại áng,
1,20,682,Thành phố Hà Nội,Huyện Thanh Trì,Xã Liên Ninh,
1,20,685,Thành phố Hà Nội,Huyện Thanh Trì,Xã Đông Mỹ,
1,21,595,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Thượng Cát,
1,21,598,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Liên Mạc,
1,21,601,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đông Ngạc,
1,21,602,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,
1,21,604,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Thụy Phương,
1,21,607,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Tây Tựu,
1,21,610,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,
1,21,611,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Tảo,
1,21,613,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Minh Khai,
1,21,616,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,
1,21,617,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,
1,21,619,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,
1,21,620,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phúc Diễn,
1,250,8973,Thành phố Hà Nội,Huyện Mê Linh,Thị trấn Chi Đông,
1,250,8974,Thành phố Hà Nội,Huyện Mê Linh,Xã Đại Thịnh,
1,250,8977,Thành phố Hà Nội,Huyện Mê Linh,Xã Kim Hoa,
1,250,8980,Thành phố Hà Nội,Huyện Mê Linh,Xã Thạch Đà,
1,250,8983,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiến Thắng,
1,250,8986,Thành phố Hà Nội,Huyện Mê Linh,Xã Tự Lập,
1,250,8989,Thành phố Hà Nội,Huyện Mê Linh,Thị trấn Quang Minh,
1,250,8992,Thành phố Hà Nội,Huyện Mê Linh,Xã Thanh Lâm,
1,250,8995,Thành phố Hà Nội,Huyện Mê Linh,Xã Tam Đồng,
1,250,8998,Thành phố Hà Nội,Huyện Mê Linh,Xã Liên Mạc,
1,250,9004,Thành phố Hà Nội,Huyện Mê Linh,Xã Chu Phan,
1,250,9007,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiến Thịnh,
1,250,9010,Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,
1,250,9013,Thành phố Hà Nội,Huyện Mê Linh,Xã Văn Khê,
1,250,9016,Thành phố Hà Nội,Huyện Mê Linh,Xã Hoàng Kim,
1,250,9019,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiền Phong,
1,250,9022,Thành phố Hà Nội,Huyện Mê Linh,Xã Tráng Việt,
1,268,9538,Thành phố Hà Nội,Quận Hà Đông,Phường Quang Trung,
1,268,9541,Thành phố Hà Nội,Quận Hà Đông,Phường Mộ Lao,
1,268,9542,Thành phố Hà Nội,Quận Hà Đông,Phường Văn Quán,
1,268,9544,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,
1,268,9551,Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,
1,268,9552,Thành phố Hà Nội,Quận Hà Đông,Phường Phú La,
1,268,9553,Thành phố Hà Nội,Quận Hà Đông,Phường Phúc La,
1,268,9556,Thành phố Hà Nội,Quận Hà Đông,Phường Hà Cầu,
1,268,9562,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,
1,268,9565,Thành phố Hà Nội,Quận Hà Đông,Phường Kiến Hưng,
1,268,9568,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lãm,
1,268,9571,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lương,
1,268,9886,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,
1,268,10117,Thành phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,
1,268,10123,Thành phố Hà Nội,Quận Hà Đông,Phường Biên Giang,
1,269,9574,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Ngô Quyền,
1,269,9577,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Phú Thịnh,
1,269,9586,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Sơn Lộc,
1,269,9589,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Xuân Khanh,
1,269,9592,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Đường Lâm,
1,269,9595,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Viên Sơn,
1,269,9598,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Xuân Sơn,
1,269,9601,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Hưng,
1,269,9604,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Thanh Mỹ,
1,269,9607,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Sơn Trầm,
1,269,9610,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Kim Sơn,
1,269,9613,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Sơn Đông,
1,269,9616,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Cổ Đông,
1,271,9619,Thành phố Hà Nội,Huyện Ba Vì,Thị trấn Tây Đằng,
1,271,9625,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Cường,
1,271,9628,Thành phố Hà Nội,Huyện Ba Vì,Xã Cổ Đô,
1,271,9634,Thành phố Hà Nội,Huyện Ba Vì,Xã Vạn Thắng,
1,271,9640,Thành phố Hà Nội,Huyện Ba Vì,Xã Phong Vân,
1,271,9643,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Đông,
1,271,9646,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Hồng,
1,271,9649,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Châu,
1,271,9652,Thành phố Hà Nội,Huyện Ba Vì,Xã Thái Hòa,
1,271,9655,Thành phố Hà Nội,Huyện Ba Vì,Xã Đồng Thái,
1,271,9658,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Sơn,
1,271,9661,Thành phố Hà Nội,Huyện Ba Vì,Xã Minh Châu,
1,271,9664,Thành phố Hà Nội,Huyện Ba Vì,Xã Vật Lại,
1,271,9667,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,
1,271,9670,Thành phố Hà Nội,Huyện Ba Vì,Xã Tòng Bạt,
1,271,9673,Thành phố Hà Nội,Huyện Ba Vì,Xã Cẩm Lĩnh,
1,271,9676,Thành phố Hà Nội,Huyện Ba Vì,Xã Sơn Đà,
1,271,9679,Thành phố Hà Nội,Huyện Ba Vì,Xã Đông Quang,
1,271,9682,Thành phố Hà Nội,Huyện Ba Vì,Xã Tiên Phong,
1,271,9685,Thành phố Hà Nội,Huyện Ba Vì,Xã Thụy An,
1,271,9688,Thành phố Hà Nội,Huyện Ba Vì,Xã Cam Thượng,
1,271,9691,Thành phố Hà Nội,Huyện Ba Vì,Xã Thuần Mỹ,
1,271,9694,Thành phố Hà Nội,Huyện Ba Vì,Xã Tản Lĩnh,
1,271,9697,Thành phố Hà Nội,Huyện Ba Vì,Xã Ba Trại,
1,271,9700,Thành phố Hà Nội,Huyện Ba Vì,Xã Minh Quang,
1,271,9703,Thành phố Hà Nội,Huyện Ba Vì,Xã Ba Vì,
1,271,9706,Thành phố Hà Nội,Huyện Ba Vì,Xã Vân Hòa,
1,271,9709,Thành phố Hà Nội,Huyện Ba Vì,Xã Yên Bài,
1,271,9712,Thành phố Hà Nội,Huyện Ba Vì,Xã Khánh Thượng,
1,272,9715,Thành phố Hà Nội,Huyện Phúc Thọ,Thị trấn Phúc Thọ,
1,272,9721,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Vân Phúc,
1,272,9724,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Nam Hà,
1,272,9727,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Xuân Đình,
1,272,9733,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Sen Phương,
1,272,9739,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Võng Xuyên,
1,272,9742,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tích Lộc,
1,272,9745,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Long Thượng,
1,272,9751,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hát Môn,
1,272,9757,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Thanh Đa,
1,272,9760,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Trạch Mỹ Lộc,
1,272,9763,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Phúc Hòa,
1,272,9766,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Ngọc Tảo,
1,272,9769,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Phụng Thượng,
1,272,9772,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Thuấn,
1,272,9775,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,
1,272,9778,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hiệp Thuận,
1,272,9781,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Liên Hiệp,
1,273,9784,Thành phố Hà Nội,Huyện Đan Phượng,Thị trấn Phùng,
1,273,9787,Thành phố Hà Nội,Huyện Đan Phượng,Xã Trung Châu,
1,273,9790,Thành phố Hà Nội,Huyện Đan Phượng,Xã Thọ An,
1,273,9793,Thành phố Hà Nội,Huyện Đan Phượng,Xã Thọ Xuân,
1,273,9796,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,
1,273,9799,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hồng,
1,273,9802,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hà,
1,273,9805,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hạ Mỗ,
1,273,9808,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Trung,
1,273,9811,Thành phố Hà Nội,Huyện Đan Phượng,Xã Phương Đình,
1,273,9814,Thành phố Hà Nội,Huyện Đan Phượng,Xã Thượng Mỗ,
1,273,9817,Thành phố Hà Nội,Huyện Đan Phượng,Xã Tân Hội,
1,273,9820,Thành phố Hà Nội,Huyện Đan Phượng,Xã Tân Lập,
1,273,9823,Thành phố Hà Nội,Huyện Đan Phượng,Xã Đan Phượng,
